ts,phase,stage,uncertainty_index,request,vehicle,table_number,dynamic_t_begin,duration_type,delay_tolerance,severity,passed_terminals,current_time,action,reward,feasible,source
1765859805.3548787,implement,begin_removal,0,3000000000003,8,330,2,mix_mu_5_40_terminal_dependent,88.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859805.4068427,implement,send_action,0,3000000000003,8,330,2,mix_mu_5_40_terminal_dependent,88.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859805.4094708,implement,begin_removal,0,3000000000000,27,330,2,mix_mu_5_40_terminal_dependent,95.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859805.4557295,implement,send_action,0,3000000000000,27,330,2,mix_mu_5_40_terminal_dependent,95.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859813.6391785,implement,begin_removal,1,3000000000000,27,329,48,mix_mu_5_40_terminal_dependent,61.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",48,-10000000,-10000000,,ALNS
1765859813.6783667,implement,send_action,1,3000000000000,27,329,48,mix_mu_5_40_terminal_dependent,61.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",48,0,-10000000,,RL
1765859823.431285,implement,begin_removal,1,3000000000000,27,328,20,mix_mu_5_40_terminal_dependent,89.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",20,-10000000,-10000000,,ALNS
1765859823.4759045,implement,send_action,1,3000000000000,27,328,20,mix_mu_5_40_terminal_dependent,89.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",20,0,-10000000,,RL
1765859851.891732,implement,begin_removal,0,3000000000004,92,324,2,mix_mu_5_40_terminal_dependent,188.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859851.9292667,implement,send_action,0,3000000000004,92,324,2,mix_mu_5_40_terminal_dependent,188.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859876.6561165,implement,begin_removal,0,3000000000002,6,321,4,mix_mu_5_40_terminal_dependent,57.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859876.700786,implement,begin_removal,0,3000000000003,8,321,4,mix_mu_5_40_terminal_dependent,86.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859876.7689698,implement,send_action,0,3000000000003,8,321,4,mix_mu_5_40_terminal_dependent,86.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859876.77097,implement,begin_removal,0,3000000000000,27,321,4,mix_mu_5_40_terminal_dependent,93.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859876.8192358,implement,send_action,0,3000000000000,27,321,4,mix_mu_5_40_terminal_dependent,93.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859890.4297354,implement,begin_removal,0,3000000000002,6,319,3,mix_mu_5_40_terminal_dependent,64.0,5,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859890.4708915,implement,send_action,0,3000000000002,6,319,3,mix_mu_5_40_terminal_dependent,64.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859890.4728925,implement,begin_removal,0,3000000000003,8,319,3,mix_mu_5_40_terminal_dependent,93.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859890.530774,implement,send_action,0,3000000000003,8,319,3,mix_mu_5_40_terminal_dependent,93.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859900.2317774,implement,begin_removal,0,3000000000002,6,318,4,mix_mu_5_40_terminal_dependent,57.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859900.2798004,implement,begin_removal,0,3000000000003,8,318,4,mix_mu_5_40_terminal_dependent,86.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859900.3332307,implement,send_action,0,3000000000003,8,318,4,mix_mu_5_40_terminal_dependent,86.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859900.3348017,implement,begin_removal,0,3000000000000,27,318,4,mix_mu_5_40_terminal_dependent,93.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859900.3812385,implement,send_action,0,3000000000000,27,318,4,mix_mu_5_40_terminal_dependent,93.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859915.703114,implement,begin_removal,1,3000000000003,8,316,62,mix_mu_5_40_terminal_dependent,34.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",62,-10000000,-10000000,,ALNS
1765859915.7499194,implement,send_action,1,3000000000003,8,316,62,mix_mu_5_40_terminal_dependent,34.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",62,0,-10000000,,RL
1765859917.1551075,implement,begin_removal,2,3000000000001,99,316,101,mix_mu_5_40_terminal_dependent,62.400000000000006,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",101,-10000000,-10000000,,ALNS
1765859917.2050667,implement,send_action,2,3000000000001,99,316,101,mix_mu_5_40_terminal_dependent,62.400000000000006,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",101,0,-10000000,,RL
1765859925.5255337,implement,begin_removal,1,3000000000003,8,315,67,mix_mu_5_40_terminal_dependent,23.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",67,-10000000,-10000000,,ALNS
1765859925.5716057,implement,send_action,1,3000000000003,8,315,67,mix_mu_5_40_terminal_dependent,23.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",67,0,-10000000,,RL
1765859925.5736072,implement,begin_removal,1,3000000000000,27,315,67,mix_mu_5_40_terminal_dependent,30.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",67,-10000000,-10000000,,ALNS
1765859925.6601422,implement,send_action,1,3000000000000,27,315,67,mix_mu_5_40_terminal_dependent,30.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",67,0,-10000000,,RL
1765859931.1610918,implement,begin_removal,0,3000000000001,99,314,2,mix_mu_5_40_terminal_dependent,161.4,4,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859931.2031105,implement,send_action,0,3000000000001,99,314,2,mix_mu_5_40_terminal_dependent,161.4,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859939.5108485,implement,begin_removal,0,3000000000002,6,313,1,mix_mu_5_40_terminal_dependent,60.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859939.5567555,implement,send_action,0,3000000000002,6,313,1,mix_mu_5_40_terminal_dependent,60.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859939.557758,implement,begin_removal,0,3000000000003,8,313,1,mix_mu_5_40_terminal_dependent,89.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859939.639844,implement,send_action,0,3000000000003,8,313,1,mix_mu_5_40_terminal_dependent,89.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859939.6423354,implement,begin_removal,0,3000000000000,27,313,1,mix_mu_5_40_terminal_dependent,96.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859939.6883798,implement,send_action,0,3000000000000,27,313,1,mix_mu_5_40_terminal_dependent,96.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859960.3817086,implement,begin_removal,2,3000000000001,99,311,97,mix_mu_5_40_terminal_dependent,66.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",97,-10000000,-10000000,,ALNS
1765859960.4236405,implement,send_action,2,3000000000001,99,311,97,mix_mu_5_40_terminal_dependent,66.4,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",97,0,-10000000,,RL
1765859965.7787125,implement,begin_removal,0,3000000000004,92,310,2,mix_mu_5_40_terminal_dependent,188.8,3,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859965.8231206,implement,send_action,0,3000000000004,92,310,2,mix_mu_5_40_terminal_dependent,188.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859982.4298375,implement,begin_removal,0,3000000000000,27,308,4,mix_mu_5_40_terminal_dependent,105.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859982.4713235,implement,send_action,0,3000000000000,27,308,4,mix_mu_5_40_terminal_dependent,105.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860025.533368,implement,begin_removal,0,3000000000004,92,303,3,mix_mu_5_40_terminal_dependent,187.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765860025.740319,implement,send_action,0,3000000000004,92,303,3,mix_mu_5_40_terminal_dependent,187.8,1,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765860027.1320598,implement,begin_removal,1,3000000000000,27,303,21,mix_mu_5_40_terminal_dependent,88.0,1,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",21,-10000000,-10000000,,ALNS
1765860027.177126,implement,send_action,1,3000000000000,27,303,21,mix_mu_5_40_terminal_dependent,88.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",21,0,-10000000,,RL
1765860035.5730681,implement,begin_removal,1,3000000000004,92,302,74,mix_mu_5_40_terminal_dependent,118.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,-10000000,-10000000,,ALNS
1765860035.6166725,implement,send_action,1,3000000000004,92,302,74,mix_mu_5_40_terminal_dependent,118.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,0,-10000000,,RL
1765860035.6176717,implement,begin_removal,1,3000000000001,99,302,74,mix_mu_5_40_terminal_dependent,90.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,-10000000,-10000000,,ALNS
1765860035.6628063,implement,send_action,1,3000000000001,99,302,74,mix_mu_5_40_terminal_dependent,90.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,0,-10000000,,RL
1765860056.4618711,implement,begin_removal,1,3000000000003,8,299,52,mix_mu_5_40_terminal_dependent,38.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",52,-10000000,-10000000,,ALNS
1765860056.5114899,implement,begin_removal,1,3000000000000,27,299,52,mix_mu_5_40_terminal_dependent,45.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",52,-10000000,-10000000,,ALNS
1765860056.6062636,implement,send_action,1,3000000000000,27,299,52,mix_mu_5_40_terminal_dependent,45.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",52,0,-10000000,,RL
1765860063.5685935,implement,begin_removal,0,3000000000002,6,298,4,mix_mu_5_40_terminal_dependent,57.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860063.6136546,implement,send_action,0,3000000000002,6,298,4,mix_mu_5_40_terminal_dependent,57.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
0000,,ALNS
1765860063.7170181,implement,send_action,0,3000000000003,8,298,4,mix_mu_5_40_terminal_dependent,86.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860063.719012,implement,begin_removal,0,3000000000000,27,298,4,mix_mu_5_40_terminal_dependent,93.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860063.942512,implement,send_action,0,3000000000000,27,298,4,mix_mu_5_40_terminal_dependent,93.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860070.8382225,implement,begin_removal,0,3000000000004,92,297,2,mix_mu_5_40_terminal_dependent,188.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765860070.884147,implement,send_action,0,3000000000004,92,297,2,mix_mu_5_40_terminal_dependent,188.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765860088.6200237,implement,begin_removal,3,3000000000001,99,295,61,mix_mu_5_40_terminal_dependent,102.4,4,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",61,-10000000,-10000000,,ALNS
1765860088.6648757,implement,send_action,3,3000000000001,99,295,61,mix_mu_5_40_terminal_dependent,102.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",61,0,-10000000,,RL
1765860098.4756389,implement,begin_removal,1,3000000000000,27,294,60,mix_mu_5_40_terminal_dependent,49.0,2,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",60,-10000000,-10000000,,ALNS
1765860098.518448,implement,send_action,1,3000000000000,27,294,60,mix_mu_5_40_terminal_dependent,49.0,2,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",60,0,-10000000,,RL
1765860106.6477776,implement,begin_removal,0,3000000000002,6,293,4,mix_mu_5_40_terminal_dependent,63.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860106.6918283,implement,send_action,0,3000000000002,6,293,4,mix_mu_5_40_terminal_dependent,63.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860106.6928282,implement,begin_removal,0,3000000000003,8,293,4,mix_mu_5_40_terminal_dependent,92.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860106.7558796,implement,send_action,0,3000000000003,8,293,4,mix_mu_5_40_terminal_dependent,92.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860129.173341,implement,begin_removal,0,3000000000002,6,290,3,mix_mu_5_40_terminal_dependent,64.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765860129.2180853,implement,begin_removal,0,3000000000003,8,290,3,mix_mu_5_40_terminal_dependent,93.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765860129.2862134,implement,send_action,0,3000000000003,8,290,3,mix_mu_5_40_terminal_dependent,93.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765860183.1360981,implement,begin_removal,3,3000000000004,92,284,88,mix_mu_5_40_terminal_dependent,102.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",88,-10000000,-10000000,,ALNS
1765860183.1803613,implement,send_action,3,3000000000004,92,284,88,mix_mu_5_40_terminal_dependent,102.8,3,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",88,0,-10000000,,RL
1765860190.0645666,implement,begin_removal,1,3000000000004,92,283,25,mix_mu_5_40_terminal_dependent,165.8,3,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,-10000000,-10000000,,ALNS
1765860190.1095915,implement,send_action,1,3000000000004,92,283,25,mix_mu_5_40_terminal_dependent,165.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,0,-10000000,,RL
1765860194.3198936,implement,begin_removal,4,3000000000001,99,283,103,mix_mu_5_40_terminal_dependent,60.400000000000006,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",103,-10000000,-10000000,,ALNS
1765860194.3703883,implement,send_action,4,3000000000001,99,283,103,mix_mu_5_40_terminal_dependent,60.400000000000006,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",103,1,-10000000,,RL
1765860194.5975296,implement,send_action,4,3000000000001,99,283,103,mix_mu_5_40_terminal_dependent,60.400000000000006,3,"[2, 3, -1, -1, -1, -1, -1, -1, -1, -1]",103,0,-10000000,,RL
1765860207.5602732,implement,begin_removal,0,3000000000002,6,281,1,mix_mu_5_40_terminal_dependent,60.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860207.6013632,implement,send_action,0,3000000000002,6,281,1,mix_mu_5_40_terminal_dependent,60.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860207.6041398,implement,begin_removal,0,3000000000003,8,281,1,mix_mu_5_40_terminal_dependent,89.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860207.6785426,implement,send_action,0,3000000000003,8,281,1,mix_mu_5_40_terminal_dependent,89.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
000,,ALNS
1765860207.7579076,implement,send_action,0,3000000000000,27,281,1,mix_mu_5_40_terminal_dependent,96.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860263.4130611,implement,begin_removal,1,3000000000000,27,274,57,mix_mu_5_40_terminal_dependent,52.0,3,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",57,-10000000,-10000000,,ALNS
1765860263.4573288,implement,send_action,1,3000000000000,27,274,57,mix_mu_5_40_terminal_dependent,52.0,2,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",57,0,-10000000,,RL
1765860285.2812328,implement,begin_removal,0,3000000000001,99,271,1,mix_mu_5_40_terminal_dependent,162.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860285.3272552,implement,send_action,0,3000000000001,99,271,1,mix_mu_5_40_terminal_dependent,162.4,1,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860300.36771,implement,begin_removal,0,3000000000001,99,269,2,mix_mu_5_40_terminal_dependent,161.4,1,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765860300.409811,implement,send_action,0,3000000000001,99,269,2,mix_mu_5_40_terminal_dependent,161.4,1,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765860318.3625507,implement,begin_removal,0,3000000000000,27,267,1,mix_mu_5_40_terminal_dependent,108.0,1,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860318.408944,implement,send_action,0,3000000000000,27,267,1,mix_mu_5_40_terminal_dependent,108.0,2,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860319.7922366,implement,begin_removal,1,3000000000002,6,267,37,mix_mu_5_40_terminal_dependent,30.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",37,-10000000,-10000000,,ALNS
1765860319.8411903,implement,send_action,1,3000000000002,6,267,37,mix_mu_5_40_terminal_dependent,30.0,5,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",37,0,-10000000,,RL
1765860319.8427255,implement,begin_removal,1,3000000000003,8,267,37,mix_mu_5_40_terminal_dependent,59.0,5,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",37,-10000000,-10000000,,ALNS
1765860319.9079556,implement,send_action,1,3000000000003,8,267,37,mix_mu_5_40_terminal_dependent,59.0,5,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",37,0,-10000000,,RL
1765860358.693196,implement,begin_removal,1,3000000000004,92,262,57,mix_mu_5_40_terminal_dependent,133.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",57,-10000000,-10000000,,ALNS
1765860358.7390273,implement,send_action,1,3000000000004,92,262,57,mix_mu_5_40_terminal_dependent,133.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",57,0,-10000000,,RL
1765860374.0385551,implement,begin_removal,1,3000000000004,92,260,55,mix_mu_5_40_terminal_dependent,137.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",55,-10000000,-10000000,,ALNS
1765860374.0926917,implement,begin_removal,1,3000000000001,99,260,55,mix_mu_5_40_terminal_dependent,109.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",55,-10000000,-10000000,,ALNS
1765860374.174767,implement,send_action,1,3000000000001,99,260,55,mix_mu_5_40_terminal_dependent,109.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",55,0,-10000000,,RL
1765860409.0092978,implement,begin_removal,0,3000000000002,6,256,1,mix_mu_5_40_terminal_dependent,60.0,3,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860409.049306,implement,send_action,0,3000000000002,6,256,1,mix_mu_5_40_terminal_dependent,60.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860409.0513124,implement,begin_removal,0,3000000000003,8,256,1,mix_mu_5_40_terminal_dependent,89.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860409.0915875,implement,send_action,0,3000000000003,8,256,1,mix_mu_5_40_terminal_dependent,89.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860409.0935855,implement,begin_removal,0,3000000000000,27,256,1,mix_mu_5_40_terminal_dependent,96.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765860409.1454146,implement,send_action,0,3000000000000,27,256,1,mix_mu_5_40_terminal_dependent,96.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765860416.1078053,implement,begin_removal,0,3000000000002,6,255,4,mix_mu_5_40_terminal_dependent,63.0,5,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860416.1506648,implement,send_action,0,3000000000002,6,255,4,mix_mu_5_40_terminal_dependent,63.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860416.151664,implement,begin_removal,0,3000000000003,8,255,4,mix_mu_5_40_terminal_dependent,92.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860416.212508,implement,send_action,0,3000000000003,8,255,4,mix_mu_5_40_terminal_dependent,92.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860417.5840116,implement,begin_removal,1,3000000000004,92,255,69,mix_mu_5_40_terminal_dependent,123.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",69,-10000000,-10000000,,ALNS
1765860417.627197,implement,send_action,1,3000000000004,92,255,69,mix_mu_5_40_terminal_dependent,123.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",69,0,-10000000,,RL
1765860417.629649,implement,begin_removal,1,3000000000001,99,255,69,mix_mu_5_40_terminal_dependent,95.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",69,-10000000,-10000000,,ALNS
1765860417.6818514,implement,send_action,1,3000000000001,99,255,69,mix_mu_5_40_terminal_dependent,95.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",69,0,-10000000,,RL
1765860456.459931,implement,begin_removal,1,3000000000002,6,250,38,mix_mu_5_40_terminal_dependent,23.0,1,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,-10000000,-10000000,,ALNS
1765860456.5044918,implement,send_action,1,3000000000002,6,250,38,mix_mu_5_40_terminal_dependent,23.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,0,-10000000,,RL
1765860456.5069544,implement,begin_removal,1,3000000000003,8,250,38,mix_mu_5_40_terminal_dependent,52.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,-10000000,-10000000,,ALNS
1765860456.553482,implement,send_action,1,3000000000003,8,250,38,mix_mu_5_40_terminal_dependent,52.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,0,-10000000,,RL
1765860456.5544808,implement,begin_removal,1,3000000000000,27,250,38,mix_mu_5_40_terminal_dependent,59.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,-10000000,-10000000,,ALNS
1765860456.631897,implement,send_action,1,3000000000000,27,250,38,mix_mu_5_40_terminal_dependent,59.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",38,0,-10000000,,RL
1765860467.800679,implement,begin_removal,0,3000000000000,27,248,3,mix_mu_5_40_terminal_dependent,106.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765860467.8402138,implement,send_action,0,3000000000000,27,248,3,mix_mu_5_40_terminal_dependent,106.0,6,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765860485.7210405,implement,begin_removal,1,3000000000004,92,245,116,mix_mu_5_40_terminal_dependent,76.0,6,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",116,-10000000,-10000000,,ALNS
1765860485.7676873,implement,begin_removal,1,3000000000001,99,245,116,mix_mu_5_40_terminal_dependent,48.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",116,-10000000,-10000000,,ALNS
1765860485.8421092,implement,send_action,1,3000000000001,99,245,116,mix_mu_5_40_terminal_dependent,48.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",116,0,-10000000,,RL
1765860490.0845044,implement,begin_removal,0,3000000000004,92,244,4,mix_mu_5_40_terminal_dependent,188.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860490.1271079,implement,send_action,0,3000000000004,92,244,4,mix_mu_5_40_terminal_dependent,188.0,6,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860490.129132,implement,begin_removal,0,3000000000001,99,244,4,mix_mu_5_40_terminal_dependent,160.0,6,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765860490.181666,implement,send_action,0,3000000000001,99,244,4,mix_mu_5_40_terminal_dependent,160.0,6,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765860535.0657392,implement,begin_removal,0,3000000000001,99,236,1,mix_mu_5_40_terminal_dependent,162.4,6,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
