run_label,run_dir,distribution,algorithm,algo_version,seed,done_marker,has_rl_trace,has_rl_decision,has_rl_summary,n_implement,avg_reward_implement,Q_hard_rem,R_hard_rem,hard_rem_action1_rate,hard_rem_wait_share,hard_rem_mean_p_action1,P_easy_action0,P_easy_waitlike,easy_action1_rate,M_ins,hard_ins_action1_rate,C_sel_tilde,phase4_ckpt_policy,phase4_ckpt_source,phase4_ckpt_iter_id,phase4_ckpt_objective_score
run_20260305_092522_718106_R30_O_10_90_PPO_S42,A:\MYpython\34959_RL\codes\nexus\local_adaptive_o10_90_s42_rerun2\run_20260305_092522_718106_R30_O_10_90_PPO_S42,O_10_90,PPO,v1,42,0,1,1,1,230,0.5088495575221239,0.5,0.007462686567164179,0.007462686567164179,0.9925373134328358,0.004926314924080292,0.4230769230769231,0.4230769230769231,0.0,,,0.007462686567164179,,,,
