run_label,protocol_slice,n,avg_reward,pos_rate,action1_rate,wait_share,engage_share,mean_p_action1
run_20260305_092522_718106_R30_O_10_90_PPO_S42,easy,57,0.4528301886792453,0.42105263157894735,0.0,0.9298245614035088,0.0,0.004956664675514028
run_20260305_092522_718106_R30_O_10_90_PPO_S42,hard_rem,134,0.5,0.5,0.007462686567164179,0.9925373134328358,0.007462686567164179,0.004926314924080292
run_20260305_092522_718106_R30_O_10_90_PPO_S42,other,39,0.6153846153846154,0.6153846153846154,0.0,1.0,0.0,0.004906450338566097
