run_label,stage_family,semantic_action,n,avg_reward,pos_rate,action1_rate,mean_p_action1,wait_share,engage_share
run_20260305_092522_718106_R30_O_10_90_PPO_S42,removal,remove,1,1.0,1.0,1.0,0.0048896074295043,0.0,1.0
run_20260305_092522_718106_R30_O_10_90_PPO_S42,removal,wait,225,0.5066666666666667,0.5066666666666667,0.0,0.004930904692648585,1.0,0.0
run_20260305_092522_718106_R30_O_10_90_PPO_S42,unknown,unknown,4,,0.0,0.0,0.004910829011350825,0.0,0.0
