iter_id,phase,ckpt_out,objective_score,action1_rate
10,phase3,a:\MYpython\34959_RL\codes\analysis\outputs\actor_rollback_smoke\run_main\post_stage\checkpoints\theta_iter010.zip,0.40,0.0
