iter_id,phase,ckpt_out,objective_score,action1_rate
3,phase3,a:\MYpython\34959_RL\codes\analysis\outputs\pipeline_rollback_smoke\run_main\post_stage\checkpoints\theta_iter003.zip,0.40,0.0
