w_q,w_h,w_c,w_e,w_i,spearman_avg_reward,spearman_q_hard,spearman_r_hard,plr_score_mean,ppo_score_mean,ppo_new_score_mean,plr_beats_ppo,plr_beats_ppo_new,priority_score
0.28,0.18,0.08,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.25107407407407406,0.1423048433048433,0.17905387205387205,1,1,4.958113883008419
0.28,0.22,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.16870370370370372,0.14292022792022793,0.15179012345679013,1,1,4.958113883008419
0.28,0.22,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.19870370370370372,0.14292022792022793,0.16179012345679014,1,1,4.958113883008419
0.28,0.22,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.21870370370370373,0.14292022792022793,0.16845679012345682,1,1,4.958113883008419
0.28,0.22,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.2487037037037037,0.14292022792022793,0.1784567901234568,1,1,4.958113883008419
0.28,0.22,0.08,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.17344444444444446,0.1423048433048433,0.15337934904601572,1,1,4.958113883008419
0.28,0.22,0.08,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.20344444444444446,0.1423048433048433,0.16337934904601573,1,1,4.958113883008419
0.28,0.22,0.08,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.22344444444444445,0.1423048433048433,0.1700460157126824,1,1,4.958113883008419
0.28,0.22,0.08,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.25344444444444447,0.1423048433048433,0.18004601571268242,1,1,4.958113883008419
0.32,0.1,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.18025925925925926,0.1592165242165242,0.16614702581369248,1,1,4.958113883008419
0.32,0.1,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.21025925925925926,0.1592165242165242,0.1761470258136925,1,1,4.958113883008419
0.32,0.1,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.23025925925925927,0.1592165242165242,0.18281369248035917,1,1,4.958113883008419
0.32,0.1,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.26025925925925925,0.1592165242165242,0.19281369248035918,1,1,4.958113883008419
0.32,0.1,0.08,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.185,0.15860113960113958,0.16773625140291806,1,1,4.958113883008419
0.32,0.1,0.08,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.215,0.15860113960113958,0.17773625140291807,1,1,4.958113883008419
