iter_id,phase,ckpt_out,objective_score,action1_rate
1,phase3,A:\MYpython\34959_RL\codes\analysis\outputs\pipeline_rollback_smoke\run_main\rollback_branches\session_1700000000\cand_001\post_stage\checkpoints\theta_iter001.zip,0.60,0.05
