run_label,stage_family,semantic_action,n,avg_reward,pos_rate,action1_rate,mean_p_action1,wait_share,engage_share
run_20260219_202213_305730_R30_O_10_90_PPO_S42,removal,remove,1,1.0,1.0,1.0,,0.0,1.0
run_20260219_202213_305730_R30_O_10_90_PPO_S42,removal,wait,198,0.5,0.5,0.0,,1.0,0.0
run_20260223_053657_571360_R30_O_10_90_PPO_NEW_S42,insertion,insert,1,1.0,1.0,0.0,,0.0,1.0
run_20260223_053657_571360_R30_O_10_90_PPO_NEW_S42,removal,remove,2,1.0,1.0,1.0,,0.0,1.0
run_20260223_053657_571360_R30_O_10_90_PPO_NEW_S42,removal,wait,196,0.49489795918367346,0.49489795918367346,0.0,,1.0,0.0
run_20260305_092522_719454_R30_O_10_90_PLR_UED_S42,insertion,non_insert,4,1.0,1.0,1.0,0.0010382375136638,1.0,0.0
run_20260305_092522_719454_R30_O_10_90_PLR_UED_S42,removal,remove,9,0.8888888888888888,0.8888888888888888,1.0,0.8618551260377798,0.0,1.0
run_20260305_092522_719454_R30_O_10_90_PLR_UED_S42,removal,wait,185,0.5081081081081081,0.5081081081081081,0.0,0.006859007976480933,1.0,0.0
run_20260305_092522_719454_R30_O_10_90_PLR_UED_S42,unknown,unknown,2,,0.0,0.0,0.0010426923399790501,0.0,0.0
